repo_owner,repo_name,username,date,total_additions,total_deletions,commit_count,pr_count,issue_count
mrjxuios,Tetris,mrjxuios,2019-01-31,45,57,6,0,0
mrjxuios,nojam,mrjxuios,2020-03-23,982,137,29,0,0
mrjxuios,Tetris,mrjxuios,2019-04-02,113,61,3,0,0
mrjxuios,nojam,mrjxuios,2021-01-02,626,37,8,0,0
mrjxuios,nojam,mrjxuios,2021-03-21,76,0,1,0,0
mrjxuios,nojam,mrjxuios,2020-03-22,105,7,3,0,0
mrjxuios,Tetris,mrjxuios,2019-04-12,28,26,1,0,0
mrjxuios,nojam,mrjxuios,2020-12-18,131,0,2,0,0
mrjxuios,Tetris,mrjxuios,2019-02-03,91,9,2,0,0
mrjxuios,nojam,mrjxuios,2021-02-22,168,9,6,0,0
mrjxuios,Tetris,mrjxuios,2019-04-21,1,4,1,0,0
mrjxuios,nojam,mrjxuios,2020-12-19,539,20,16,0,0
udrysxgh,OSS_project_6,mbkpwery,2021-11-27,242,116,11,3,0
pvnkzuug,WEB_Millage_ICM,xqxemgpd,2021-09-21,990,289,11,3,0
pvnkzuug,WEB_Millage_ICM,xqxemgpd,2021-09-16,25878,6,4,0,0
pvnkzuug,WEB_Millage_ICM,xqxemgpd,2021-10-14,2144,189,12,0,0
jooucrct,WEB_SAMarket_SAMarket,qwnlyebb,2020-10-20,213,54,5,0,0
pvnkzuug,WEB_Millage_ICM,xqxemgpd,2021-10-22,1,1,1,0,0
jvmftqzd,APP_RCTI_Imagination,wzbkznqt,2022-09-25,9,8,3,0,0
jvmftqzd,WEB_MILITARY_STORY,skmbjsky,2022-10-16,455,3266256,21,0,0
jvmftqzd,WEB_MILITARY_STORY,skmbjsky,2022-10-15,16,7,2,0,0
jvmftqzd,WEB_MILITARY_STORY,skmbjsky,2022-10-03,417,155,3,1,0
jkhdgbgw,Project,qymvtqfw,2019-12-21,5,2,1,0,0
jooucrct,WEB_SAMarket_SAMarket,qwnlyebb,2020-10-28,253,107,4,0,0
jooucrct,WEB_SAMarket_SAMarket,qwnlyebb,2020-10-21,633,100,7,0,0
pvnkzuug,web_military-in_osambulgogi,fovhdtqk,2021-10-01,12892,96,21,2,0
uydwwham,DownloadDirectoryHelper,wkfqtpcc,2021-05-16,2240,19,3,1,0
pvnkzuug,WEB_Millage_ICM,xqxemgpd,2021-10-11,2589,728,51,0,0
uydwwham,DownloadDirectoryHelper,wkfqtpcc,2021-05-23,58,13,5,1,0
pvnkzuug,WEB_Millage_ICM,xqxemgpd,2021-10-05,470,242,10,0,0
idsvsgvq,common,kxfosatu,2021-06-17,420,0,1,0,0
idsvsgvq,common,kxfosatu,2021-07-01,153,44,1,0,0
idsvsgvq,Crawl_Merge,iqazloth,2021-12-19,67,19,3,0,0
idsvsgvq,doctor_crawling,xmxvtdet,2022-03-24,1,0,1,0,0
idsvsgvq,social_network,kxfosatu,2022-02-22,1,0,1,0,0
gzdcvmtl,meundi-counting-manual-,gzdcvmtl,2022-11-19,338,22,2,0,0
gzdcvmtl,pathfinder_ver1.1,gzdcvmtl,2019-10-10,184,422,6,0,0
gzdcvmtl,pathfinder_ver1.1,gzdcvmtl,2019-08-15,88962,0,1,0,0
gzdcvmtl,pathfinder_ver1.1,gzdcvmtl,2019-09-10,265,94,1,0,0
gzdcvmtl,pathfinder_ver1.1,gzdcvmtl,2019-08-24,39,13,1,0,0
gzdcvmtl,poe_count_composer,gzdcvmtl,2022-09-12,137,0,1,0,0
gzdcvmtl,sssstar,gzdcvmtl,2019-05-31,104046,0,1,0,0
yqcdrfuj,modern-javascript-deep-dive,kkgolznk,2022-04-18,0,18,1,1,0
zfzjfhdj,graphql-schema-generator,pwjigyki,2021-12-15,862,296,31,8,0
zfzjfhdj,graphql-schema-generator,pwjigyki,2022-01-11,61,74,2,3,0
zfzjfhdj,graphql-schema-generator,pwjigyki,2021-12-18,12,10,3,1,0
tdgbmckt,MyPT,igcbqeuh,2022-07-10,663,295,5,0,0
bmeppyms,blog,mntzycty,2022-05-10,10,2,2,0,0
ysvczkmr,Qayin-PJS.github.io,ysvczkmr,2020-05-21,122909,72621,44,0,0
fvzemexh,RandomProfiler,fvzemexh,2021-11-25,99,7,4,0,0
fvzemexh,SF2X,fvzemexh,2021-11-25,2,1,1,0,0
gdyicfvv,stolage-demo-front,pwjigyki,2021-03-31,60,50,7,0,0
gdyicfvv,stolage-demo-front,pwjigyki,2021-03-30,68,36,5,0,0
gdyicfvv,stolage-demo-front,pwjigyki,2021-03-24,217,203,1,0,0
gdyicfvv,stolage-demo-front,pwjigyki,2021-04-13,126,93,6,0,0
gdyicfvv,stolage-demo-front,pwjigyki,2021-04-03,18,15,3,0,0
gdyicfvv,stolage-demo-front,pwjigyki,2021-03-18,112,78,3,0,0
gdyicfvv,stolage-demo-front,pwjigyki,2021-03-23,12,7,2,0,0
rjhulxnt,210824-OpenSW,rjhulxnt,2021-08-24,45,0,4,0,0
rjhulxnt,school-project,rjhulxnt,2021-09-16,1,0,1,0,0
xqxemgpd,songpa.application,xqxemgpd,2022-12-26,197,8,3,0,0
xqxemgpd,songpa.application,xqxemgpd,2022-10-02,67,56,1,0,0
cbtzdutg,hackathon-node-server,brfrabfj,2022-08-19,218,161,1,0,0
syourzhy,comfort_chatbot,syourzhy,2022-12-25,7725,0,2,0,0
syourzhy,kogpt_chatbot,syourzhy,2022-11-25,15914,1,5,0,0
syourzhy,Visual_Game,syourzhy,2022-08-15,61,0,1,0,0
vqhlautu,HandBook,ayirqjld,2020-05-28,0,30,1,1,0
ayirqjld,coding-test,ayirqjld,2023-01-18,437,35,10,0,0
ayirqjld,coding-test,ayirqjld,2023-01-15,398,83,24,0,0
ayirqjld,coding-test,ayirqjld,2023-01-17,265,28,9,0,0
ayirqjld,coding-test,ayirqjld,2023-01-20,184,33,9,0,0
ayirqjld,coding-test,ayirqjld,2023-02-01,110,0,2,0,0
ayirqjld,coding-test,ayirqjld,2023-01-16,54,23,2,0,0
ayirqjld,qr-pay,ayirqjld,2022-06-15,1936,293,4,0,0
ayirqjld,qr-pay,ayirqjld,2022-05-10,44319,1,4,0,0
ayirqjld,qr-pay,ayirqjld,2022-06-02,3249,181,4,0,0
idsvsgvq,Asanhospital,xmxvtdet,2021-06-15,77,46,1,0,0
acfovdxx,static-page,acfovdxx,2019-05-07,1,0,1,0,0
gpjurxkp,Algorithms,gpjurxkp,2023-01-06,6475,4319,6,0,0
gpjurxkp,Computer_structure,gpjurxkp,2023-01-06,489,0,1,0,0
gpjurxkp,Data_structure,gpjurxkp,2023-01-06,1300,583,2,0,0
gpjurxkp,Engineering_CP,gpjurxkp,2023-01-06,2400,1300,3,0,0
gpjurxkp,Java_programming,gpjurxkp,2023-01-06,3955,0,1,0,0
gpjurxkp,Problem_solving,gpjurxkp,2023-01-06,4319,3363,5,0,0
acfovdxx,Data-Structure,acfovdxx,2021-08-19,13,0,3,0,0
gpjurxkp,programming_basis,gpjurxkp,2023-01-06,0,236,1,0,0
acfovdxx,Data-Structure,acfovdxx,2021-08-31,40,2,9,0,0
acfovdxx,Data-Structure,acfovdxx,2021-08-22,28,0,4,0,0
gpjurxkp,System_programming,gpjurxkp,2023-01-06,3363,2400,4,0,0
xajrcepx,paintJS,xajrcepx,2022-02-05,11,11,3,0,0
nzdampzf,OSS_PA2,nzdampzf,2022-11-07,71,0,2,0,0
nzdampzf,rjsdn1120.github.io,nzdampzf,2021-09-04,4,0,1,0,0
nzdampzf,rjsdn1120.github.io,nzdampzf,2021-12-18,4,0,1,0,0
nzdampzf,skku-todo,nzdampzf,2022-11-01,64,0,1,0,0
nzdampzf,SKKU_AIP,nzdampzf,2022-05-11,825,1,2,0,0
nzdampzf,SKKU_AIP,nzdampzf,2022-05-25,33,20,2,0,0
nzdampzf,tetris,nzdampzf,2023-01-06,29,215,2,0,0
nzdampzf,tetris,nzdampzf,2023-01-05,10738,214,4,0,0
nzdampzf,tetris,nzdampzf,2022-12-18,210,0,1,0,0
zcpezcgc,Calander,zcpezcgc,2019-09-06,279,0,2,0,0
vgebbcaa,Merchant,vgebbcaa,2022-03-27,940,5,3,0,0
vgebbcaa,RecommendAgent_Demo,vgebbcaa,2022-11-26,616716,236,6,0,0
vgebbcaa,RecommendAgent_Train,vgebbcaa,2022-08-10,67539,14618,6,0,0
vgebbcaa,RecommendAgent_Train,vgebbcaa,2022-07-27,1015,508,12,0,0
vgebbcaa,RecommendAgent_Train,vgebbcaa,2022-07-15,178,39,2,0,0
vgebbcaa,RecommendAgent_Train,vgebbcaa,2022-07-18,7753,4570,8,0,0
vgebbcaa,RecommendAgent_Train,vgebbcaa,2022-12-23,1685,568298,13,0,0
vgebbcaa,RecommendAgent_Train,vgebbcaa,2022-07-21,51032,109558,6,0,0
vgebbcaa,RecommendAgent_Train,vgebbcaa,2022-07-13,265400,51,4,0,0
vgebbcaa,RecommendAgent_Train,vgebbcaa,2022-12-17,2,2,1,0,0
vgebbcaa,Rec_Demo,vgebbcaa,2022-12-15,90,47,1,0,0
vgebbcaa,WJ_Combined,vgebbcaa,2022-12-16,550,170,6,0,0
vgebbcaa,WJ_Combined,syourzhy,2022-11-28,2776,579,3,0,0
vgebbcaa,WJ_Combined,vgebbcaa,2022-12-17,68,22,3,0,0
vgebbcaa,WJ_Combined,vgebbcaa,2022-12-27,187,67,3,0,0
vgebbcaa,WJ_Combined,syourzhy,2022-12-17,242,97,2,0,0
vgebbcaa,WoongjinPet,vgebbcaa,2022-07-27,1015,508,12,0,0
vgebbcaa,WoongjinPet,vgebbcaa,2022-09-19,7531,27614,4,0,0
vgebbcaa,WoongjinPet,vgebbcaa,2022-07-22,12267,6329,16,0,0
vgebbcaa,WoongjinPet,vgebbcaa,2022-08-11,20,18,1,0,0
vgebbcaa,WoongjinPet,vgebbcaa,2022-07-13,265400,51,4,0,0
qtvygoef,crdt,yojatftx,2022-10-19,1459,0,1,0,0
dtzsvzxs,rbs,wrurahqv,2020-08-13,39,1,2,1,0
iordbryv,anomaly-detection,iordbryv,2022-04-23,191,0,2,0,0
iordbryv,baekjoon,iordbryv,2022-01-16,24,0,2,0,0
iordbryv,baekjoon,iordbryv,2022-02-28,20,0,1,0,0
iordbryv,baekjoon,iordbryv,2022-05-17,29,0,1,0,0
iordbryv,baekjoon,iordbryv,2022-05-09,38,0,2,0,0
iordbryv,baekjoon,iordbryv,2022-02-26,40,0,1,0,0
iordbryv,baekjoon,iordbryv,2022-01-28,20,0,1,0,0
iordbryv,baekjoon,iordbryv,2022-04-06,8,0,1,0,0
iordbryv,baekjoon,iordbryv,2022-01-29,28,0,2,0,0
iordbryv,baekjoon,iordbryv,2022-04-13,21,0,1,0,0
iordbryv,ryeowon.github.io,iordbryv,2022-07-08,50,2,2,0,0
iordbryv,baekjoon,iordbryv,2022-01-10,50,0,3,0,0
iordbryv,ryeowon.github.io,iordbryv,2022-09-08,10,7,1,0,0
iordbryv,baekjoon,iordbryv,2022-02-22,9,0,2,0,0
iordbryv,ryeowon.github.io,iordbryv,2022-08-04,28,0,1,0,0
iordbryv,unity-intro,iordbryv,2022-03-30,422,19,2,0,0
iordbryv,baekjoon,iordbryv,2022-03-12,9,0,1,0,0
ilhcufeo,hmcommunity,mfupziin,2019-09-09,25,1,2,1,0
ilhcufeo,hmcommunity,mfupziin,2019-02-22,57,41,5,0,0
ilhcufeo,hmcommunity,mfupziin,2019-11-14,4,4,2,1,0
iordbryv,baekjoon,iordbryv,2022-04-04,14,0,1,0,0
iordbryv,baekjoon,iordbryv,2022-02-20,37,0,1,0,0
iordbryv,baekjoon,iordbryv,2022-04-15,28,0,1,0,0
iordbryv,baekjoon,iordbryv,2022-01-15,39,0,2,0,0
iordbryv,baekjoon,iordbryv,2022-03-19,36,0,1,0,0
ilhcufeo,re_hanalum,mfupziin,2020-03-08,54,88,1,0,0
iordbryv,baekjoon,iordbryv,2022-01-03,2,0,1,0,0
iordbryv,baekjoon,iordbryv,2022-02-12,20,0,1,0,0
iordbryv,baekjoon,iordbryv,2022-04-18,21,0,1,0,0
iordbryv,baekjoon,iordbryv,2022-04-05,1,2,1,0,0
iordbryv,baekjoon,iordbryv,2022-04-16,29,0,1,0,0
abgxbiwm,SKKU_Trip_Checker,rmvzbbhu,2022-12-02,1561,1521,4,1,0
iordbryv,easy_mbti,iordbryv,2021-11-28,276,176,24,0,0
abgxbiwm,SKKU_Trip_Checker,rmvzbbhu,2022-11-16,21,0,2,1,0
iordbryv,easy_mbti,iordbryv,2021-11-27,1088,106,4,0,0
iordbryv,klay-market,iordbryv,2022-01-29,44273,101,5,0,0
iordbryv,routine-diary,iordbryv,2022-12-09,2810,110,6,0,0
iordbryv,routine-diary,iordbryv,2022-12-08,996,68,1,0,0
mgqknfhg,cassopi,wlgqvupv,2022-02-07,8,5,3,0,0
mgqknfhg,cassopi,iordbryv,2022-02-10,118,40,3,0,0
mgqknfhg,cassopi,iordbryv,2022-02-17,11,8,2,0,0
mgqknfhg,cassopi,iordbryv,2022-01-31,126,59,1,0,0
mgqknfhg,cassopi,wlgqvupv,2022-02-09,89,3,1,0,0
mgqknfhg,cassopi,iordbryv,2022-03-05,7,2,1,0,0
pwontmnm,-senier_project,pwontmnm,2022-11-09,3778,2367,7,0,0
pwontmnm,Baekjoon,pwontmnm,2023-02-11,76,0,1,0,0
pwontmnm,Baekjoon,pwontmnm,2023-02-26,126,0,2,0,0
pwontmnm,Baekjoon,pwontmnm,2023-02-08,71,0,1,0,0
pwontmnm,boiler-plate,pwontmnm,2022-06-13,1,0,1,0,0
wpfuffkg,pinterest-clone,wpfuffkg,2022-08-08,45,61,4,0,0
wpfuffkg,pinterest-clone,wpfuffkg,2022-07-05,231,13,1,0,0
dvdmmsqk,Sentiment-chatbot,rmvzbbhu,2021-12-01,166,115,11,0,0
jppkqlas,2022VAIVsummer,jppkqlas,2022-06-24,0,0,1,0,0
jppkqlas,vaiv_project,jppkqlas,2022-04-30,94,1,4,0,0
zypnwnqd,2021_lab3,zypnwnqd,2021-03-11,14,6,15,0,0
zypnwnqd,2021_lab4,zypnwnqd,2021-06-28,6616,0,1,0,0
zypnwnqd,FlappyBird,zypnwnqd,2021-06-20,1561,0,1,0,0
zypnwnqd,Git-Tutorial,zypnwnqd,2021-03-05,52,5,8,0,0
zypnwnqd,opensource,zypnwnqd,2021-08-24,49,0,4,0,0
zypnwnqd,OSSCA,zypnwnqd,2021-11-09,129,329,1,0,0
zypnwnqd,OSSCA,zypnwnqd,2021-11-18,196,38,3,0,0
zypnwnqd,OSSCA,zypnwnqd,2021-12-02,1084,149,6,0,0
zypnwnqd,OSSCA,zypnwnqd,2021-11-15,232,186,4,0,0
zypnwnqd,OSSCA,zypnwnqd,2021-12-03,112,59,3,0,0
zypnwnqd,OSSCA,wybglbir,2021-11-09,129,329,1,1,0
fagiiyyi,2019-R-visualization,fagiiyyi,2021-11-03,890,0,2,0,0
zypnwnqd,OSSCA,zypnwnqd,2021-11-08,815,2,2,0,0
zypnwnqd,OSSCA,zypnwnqd,2021-11-30,797,81,3,0,0
fagiiyyi,2020-ATS,fagiiyyi,2021-11-05,181990,94682,9,0,0
zypnwnqd,OSSCA,zypnwnqd,2021-11-14,683,244,3,0,0
zypnwnqd,OSSCA,zypnwnqd,2021-11-13,303,156,3,0,0
zypnwnqd,OSSCA,zypnwnqd,2021-12-14,5178,974,1,0,0
zypnwnqd,OSSCA,wybglbir,2021-11-28,4,4,1,0,0
fagiiyyi,2020-ATS,fagiiyyi,2021-12-04,42,0,2,1,0
zypnwnqd,SeoJeongYeop.github.io,zypnwnqd,2021-09-06,91,18,3,0,0
zypnwnqd,SpringBoot_practice,zypnwnqd,2022-12-17,516,0,4,0,0
zypnwnqd,teamBuildingBoard,zypnwnqd,2023-01-19,944,8,7,0,0
fagiiyyi,2021-cs231n,fagiiyyi,2021-12-03,42,0,2,1,0
zypnwnqd,teamBuildingBoard,zypnwnqd,2023-01-09,101,3,2,0,0
zypnwnqd,teamBuildingBoard,zypnwnqd,2023-01-08,154,12,2,0,0
zypnwnqd,teamBuildingBoard,zypnwnqd,2023-02-04,365,5,2,0,0
fagiiyyi,news-topic-modeling,fagiiyyi,2021-11-19,2,0,1,0,0
zypnwnqd,teamBuildingBoard,zypnwnqd,2023-01-12,261,1,1,0,0
zypnwnqd,webCrawling,zypnwnqd,2021-07-17,2860,0,1,0,0
fagiiyyi,NLP-projects,fagiiyyi,2021-11-21,2,0,1,0,0
zypnwnqd,webCrawling,zypnwnqd,2021-07-08,89,2,2,0,0
fagiiyyi,P-SAT,fagiiyyi,2021-11-05,2,0,1,0,0
zypnwnqd,webCrawling,zypnwnqd,2021-06-23,912,60,3,0,0
fagiiyyi,real-time-news-crawling,fagiiyyi,2021-11-01,601,0,2,0,0
zypnwnqd,webCrawling,zypnwnqd,2021-07-11,874,4204,1,0,0
fagiiyyi,seoyunion,fagiiyyi,2021-11-15,66,38,7,0,0
fagiiyyi,seoyunion,fagiiyyi,2021-11-13,10,0,1,0,0
fagiiyyi,seoyunion,fagiiyyi,2021-11-20,5,5,1,0,0
iamujcuc,SYH-Todo,iamujcuc,2021-04-22,101,0,1,0,0
fagiiyyi,seoyunion,fagiiyyi,2021-11-16,8,8,3,0,0
fagiiyyi,seoyunion,fagiiyyi,2022-02-17,11,4,3,0,0
ugxlrulq,Gomoku,ivdyjhhz,2019-06-09,45,38,5,0,0
fagiiyyi,water-level-prediction,fagiiyyi,2021-12-02,42,0,2,1,0
ciklsoxo,-Industry_Cooperation-Stock_Chart,ciklsoxo,2022-04-29,191,0,2,0,0
dzmrdeap,sinzak-android,lmpefzva,2022-12-10,2964,205,4,0,0
dzmrdeap,sinzak-android,lmpefzva,2023-01-08,2509,227,11,1,0
dzmrdeap,sinzak-android,lmpefzva,2022-11-18,1845,15,7,0,0
fdiyeflw,Rendezvous,fdiyeflw,2020-02-06,183,0,1,0,0
fdiyeflw,Rendezvous,fdiyeflw,2020-02-10,87,0,1,0,0
dzmrdeap,sinzak-android,lmpefzva,2023-02-17,2218,689,14,3,0
fdiyeflw,Rendezvous,fdiyeflw,2021-07-31,4,627,4,0,0
dzmrdeap,sinzak-android,lmpefzva,2022-11-19,32,7,2,0,0
ciklsoxo,Open-Source-Software-Practice-Assignment2,ciklsoxo,2022-05-11,18,2,5,0,0
fdiyeflw,Rendezvous,fdiyeflw,2020-02-01,289,0,1,0,0
dvelfcpx,pull_request_team1,ubcbsoqz,2020-05-28,6,6,2,2,0
fdiyeflw,webRTC-pythonAI,fdiyeflw,2021-09-17,257,28,10,0,0
bcsffjcd,2021_2_OSS,mbkpwery,2021-11-09,1,0,1,2,0
dzmrdeap,sinzak-android,lmpefzva,2022-12-15,1226,44,7,1,0
dzmrdeap,sinzak-android,lmpefzva,2023-01-29,2232,654,6,1,0
jocqxmgm,Java-Programming-Practice,jocqxmgm,2020-05-11,2,10,2,0,0
dzmrdeap,sinzak-android,lmpefzva,2023-02-18,338,133,5,0,0
jocqxmgm,movie_react,jocqxmgm,2023-01-08,1,0,1,0,0
dzmrdeap,sinzak-android,lmpefzva,2023-01-16,2505,736,3,0,0
dzmrdeap,sinzak-android,lmpefzva,2022-11-25,406,22,4,0,0
dzmrdeap,sinzak-android,lmpefzva,2022-11-20,285,55,1,0,0
fdiyeflw,webRTC-with-ComputerVision,fdiyeflw,2021-10-11,77,17,1,0,0
fdiyeflw,webRTC-with-ComputerVision,fdiyeflw,2022-02-27,11,8,1,0,0
jocqxmgm,PS,jocqxmgm,2022-12-17,147,0,2,0,0
tyimzutf,lea-rust,tyimzutf,2022-09-17,57,27,4,0,0
swakjnyj,PrincessSavior,bohojnej,2023-02-15,107,918,1,1,0
jocqxmgm,PS,jocqxmgm,2022-12-29,70,0,2,0,0
tyimzutf,lea-rust,tyimzutf,2020-11-22,517,184,1,0,0
gyvotdpm,algorithm_team2,acfovdxx,2019-11-30,41,62,2,2,0
zsdactui,4thDevPractice,kkgolznk,2020-05-01,1825,0,1,0,0
zsdactui,4thProject,kkgolznk,2020-05-23,349,17,4,0,0
jocqxmgm,PS,jocqxmgm,2022-12-28,175,0,2,0,0
jocqxmgm,PS,jocqxmgm,2022-12-13,83,0,1,0,0
fdiyeflw,Automated-Tax-Invoicing,fdiyeflw,2020-01-29,208,0,2,0,0
fdiyeflw,Automated-Tax-Invoicing,fdiyeflw,2020-01-25,101,0,1,0,0
jocqxmgm,PS,jocqxmgm,2022-11-15,86,1,2,0,0
jocqxmgm,PS,jocqxmgm,2022-12-21,342,0,1,0,0
fdiyeflw,Edge-AI,fdiyeflw,2022-02-26,406,0,2,0,0
zsdactui,gitPratice,kkgolznk,2020-09-26,2,0,2,0,0
jocqxmgm,PS,jocqxmgm,2023-01-03,87,0,1,0,0
fdiyeflw,Pattern-Matching-based-Reward-App,fdiyeflw,2022-05-17,1933,0,1,0,0
fdiyeflw,Problem-Solving,fdiyeflw,2023-01-20,108,0,1,0,0
yltpfesp,arspraxia,ipebbrmf,2022-05-20,6508,3254,6,0,0
fdiyeflw,Problem-Solving,fdiyeflw,2023-01-22,143,0,1,0,0
fdiyeflw,Problem-Solving,fdiyeflw,2023-01-25,136,0,1,0,0
fdiyeflw,Problem-Solving,fdiyeflw,2023-02-01,338,0,1,0,0
nhaqcrjd,class-intermediate,fovhdtqk,2020-10-05,40,4,4,0,0
nhaqcrjd,class-intermediate,fovhdtqk,2020-09-07,431,35,10,0,0
zelgxhbf,sre-tests,yewgoqxc,2021-08-31,26178,5286,3,1,0
nhaqcrjd,class-intermediate,fovhdtqk,2020-10-06,38,0,2,0,0
nhaqcrjd,class-intermediate,fovhdtqk,2020-10-13,70,0,1,0,0
zelgxhbf,sre-tests,yewgoqxc,2022-03-03,102443,628,2,0,0
asvpyioe,Hexlant,asvpyioe,2020-07-12,898,0,4,0,0
zelgxhbf,sre-tests,yewgoqxc,2021-08-02,418,418,2,0,0
asvpyioe,osslab-report-card,asvpyioe,2020-10-13,21,0,6,0,0
nhaqcrjd,skku-coding-platform,sehqoxby,2021-07-22,70,118,2,0,0
asvpyioe,pullrequeprac,asvpyioe,2020-11-29,7,2,6,1,0
nhaqcrjd,skku-coding-platform,fovhdtqk,2021-02-16,3372,15835,6,0,0
sczrgvyr,2021_skkulikelion,nefdxjao,2021-05-16,49,127,4,1,0
sczrgvyr,2021_skkulikelion,nefdxjao,2021-06-20,79,0,3,1,0
nhaqcrjd,sources,fovhdtqk,2020-09-26,143,120,4,0,0
asvpyioe,staticpageprac.github.io,asvpyioe,2020-11-12,87,4,7,0,0
nhaqcrjd,skku-coding-platform,fovhdtqk,2021-01-16,21555,4642,12,0,0
anwgvswa,Spore-Survival,wlgqvupv,2023-02-21,1378,79,1,0,0
anwgvswa,Spore-Survival,wlgqvupv,2023-02-23,76092,3459,13,5,0
nhaqcrjd,skku-coding-platform,fovhdtqk,2021-02-06,10090,7997,2,0,0
anwgvswa,Spore-Survival,ylkvgtth,2023-02-01,228,46,1,0,0
fuolkogo,car_damage_detection_damage,fuolkogo,2022-11-23,1411275,145,3,0,0
anwgvswa,Spore-Survival,wlgqvupv,2023-02-01,86070,5,2,0,0
anwgvswa,Spore-Survival,ylkvgtth,2023-02-09,1923,364,1,0,0
nhaqcrjd,skku-coding-platform,kvmjcomv,2021-10-30,27,12,1,0,0
nhaqcrjd,skku-coding-platform,ixdwevda,2021-07-16,20,20,1,0,0
nhaqcrjd,skku-coding-platform,kvmjcomv,2021-07-22,98,83,1,0,0
nhaqcrjd,skku-coding-platform,sehqoxby,2021-08-12,6,0,1,0,0
nhaqcrjd,website,fovhdtqk,2021-01-26,13062,4,4,1,0
nhaqcrjd,skku-coding-platform,fovhdtqk,2021-02-01,230,125,2,0,0
fuolkogo,Somemoney_APP,fuolkogo,2021-08-19,10427,7,11,0,0
nhaqcrjd,class-intermediate,fovhdtqk,2020-08-31,160,87,6,0,0
nhaqcrjd,website,fovhdtqk,2021-02-26,2,2,2,1,0
nhaqcrjd,skku-coding-platform,wkfqtpcc,2021-07-12,1,1,1,0,0
nhaqcrjd,skku-coding-platform,sehqoxby,2021-07-05,168,108,1,0,0
nhaqcrjd,website,yojatftx,2021-02-24,212,210,2,1,0
nhaqcrjd,class-intermediate,fovhdtqk,2020-09-13,59,0,3,0,0
nhaqcrjd,website,fovhdtqk,2021-01-28,11563,23653,3,1,0
nhaqcrjd,class-intermediate,fovhdtqk,2020-08-17,56,24,5,0,0
nhaqcrjd,website,fovhdtqk,2021-01-29,3780,1286,2,1,0
nhaqcrjd,skku-coding-platform,fovhdtqk,2021-08-25,20,12,1,0,0
nhaqcrjd,skku-coding-platform,kvmjcomv,2021-07-04,148,151,3,0,0
fpkvvltj,SKKU-OSP,otfgeisq,2022-07-08,274,197,3,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-07-13,307,47,2,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-11-28,84,4,1,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-07-15,299,39,3,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-10-31,191,47,2,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-07-27,83,46,2,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-10-03,176,229,9,2,0
fpkvvltj,SKKU-OSP,wybglbir,2022-08-03,1017,2,2,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2023-01-09,43,3,1,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-07-07,58,54,1,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-08-02,12,36,1,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-07-03,957,200,3,0,0
znjeintc,mvp-backend-nestjs,asvpyioe,2022-07-19,2084,1561,14,1,0
znjeintc,mvp-backend-nestjs,asvpyioe,2022-07-24,2054,2879,4,1,0
uwcmlrne,routine,qluztmzh,2021-11-26,236,94,27,3,0
uwcmlrne,routine,yewgoqxc,2021-11-18,1,0,1,0,0
uwcmlrne,routine,qluztmzh,2021-11-23,148,1,2,0,0
uwcmlrne,routine,qluztmzh,2021-11-24,278,252,2,0,0
uwcmlrne,routine,yewgoqxc,2021-11-23,269,6,2,0,0
pdurnsso,charm_shin_han,xkczkcsu,2021-11-22,44,26,4,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-08-01,1921,236,9,0,0
pdurnsso,charm_shin_han,qgdhkmlm,2021-06-24,205,51,5,0,0
pdurnsso,charm_shin_han,xkczkcsu,2021-11-09,290,290,6,2,0
pdurnsso,charm_shin_han,qgdhkmlm,2021-07-20,7,11,3,0,0
pdurnsso,charm_shin_han,qgdhkmlm,2021-07-05,39,30,4,0,0
pdurnsso,charm_shin_han,yzqbtzqg,2021-08-04,11,7,1,0,0
fpkvvltj,SKKU-OSP,otfgeisq,2022-06-27,2792,354,11,0,0
pdurnsso,charm_shin_han,xkczkcsu,2021-11-26,41,24,2,0,0
znjeintc,mvp-frontend,kkgolznk,2021-11-01,322,9,4,1,0
pdurnsso,charm_shin_han,yzqbtzqg,2021-07-08,22,19,1,1,0
pdurnsso,google-store-app-review-crawler,qluztmzh,2021-07-05,167,59,4,0,0
pdurnsso,kobart_generation,qluztmzh,2021-11-10,181,137,33,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-07-08,97,16,3,0,0
pdurnsso,kobart_generation,yzqbtzqg,2021-11-18,12,12,5,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-08-09,1950,1024,4,0,0
znjeintc,mvp-frontend,kkgolznk,2022-03-13,139,10,1,0,0
pdurnsso,pook-shin-han,qgdhkmlm,2021-11-24,46,21,3,0,0
pdurnsso,pook-shin-han,qgdhkmlm,2021-11-28,35,13,4,0,0
